action,actor,actor_id,actor_is_bot,operation_type,repo,repo_id,org,org_id,user_agent,event_hour,event_dayofweek,event_month,event_year,is_weekend,actor_event_count,actor_bot_ratio,actor_event_velocity,is_integration_event,is_outlier
org.sso_response,yjmcjbzi-ajgdij-59,zDDzL5Kj0oyDcKAT,0.0,2,Unknown,nan,org-aurora-logic-689,1235171772,2,16,2,3,2026,0,28,0.0,1.0,1,0
org.remove_actions_secret,yxjhuent-cgiog-18,aHHnwAnRnhub4G9z,0.0,5,Unknown,nan,org-northstar-forge-509,288352144,2,20,5,3,2026,1,33,0.0,1.0,1,0
workflows.pin_workflow,uahpkq-nmstq-68,pzD1irED75g4tvn9,0.0,4,org-summit-ops-581/engine-harbor-554,57107967.0,org-vector-ops-482,627775,0,11,5,1,2026,1,19,0.0,1.0,1,0
user.logout,puasqzn-nddr-54,Lm4LpDgx7faTigec,0.0,2,Unknown,nan,Unknown,nan,2,14,6,1,2026,1,15,0.0,1.0,1,0
ip_allow_list.enable_for_installed_apps,asajjdju-pryntn-11,FjsNWgcKQ010neAz,0.0,4,Unknown,nan,org-summit-platform-686,654200834,2,10,2,1,2026,0,18,0.0,1.0,1,0
business_dependabot_alerts_new_repos.enable,rtdddx-xsxe-73,wwJEEyZSvJrIcLp6,0.0,4,Unknown,nan,Unknown,nan,2,12,4,1,2026,0,25,0.0,1.0,1,0
organization_default_label.create,nogaj-bvwj-89,3cC4tVUsj566el1v,0.0,3,Unknown,nan,org-ember-forge-228,74864270,2,13,2,2,2026,0,17,0.0,1.0,1,0
security_configuration.create,tnaflt-jaqh-83,EVkcYxV94C3I2Czx,0.0,3,Unknown,nan,org-delta-core-202,1251872533,2,8,0,1,2026,0,21,0.0,1.0,1,0
repository_secret_scanning_push_protection_bypass_list.enable,wfewvjo-fndz-76,8PhaE5E1yjQ5htIj,0.0,4,org-ember-logic-705/orchestrator-vector-323,2014016080.0,org-vector-logic-570,12328521,2,19,2,1,2026,0,30,0.0,1.0,1,0
user_status.update,xknyowep-hkwedw-33,hr6cwZLMEBrVWBdL,0.0,4,Unknown,nan,Unknown,nan,2,22,0,1,2026,0,21,0.0,1.0,1,0
org_credential_authorization.deauthorize,wkixktfh-cucqeyx-32,Id5vhl13JLqD8mqM,0.0,5,Unknown,nan,org-lumen-signal-833,267053904,3,16,2,3,2026,0,11,0.0,1.0,1,0
pull_request.converted_to_draft,albhran-iosg-94,oHbDzsbrckyLxnbF,0.0,4,org-aurora-stack-642/analytics-northstar-896,2052059291.0,org-harbor-ops-535,182441062,2,16,2,2,2026,0,20,0.0,1.0,1,0
org.display_commenter_full_name_enabled,hwfntdkc-xfde-12,yjoPctTp4Xv1Kccx,0.0,4,Unknown,nan,org-northstar-forge-635,1778583585,2,0,2,3,2026,0,31,0.0,1.0,1,1
repository_secret_scanning_non_provider_patterns.enabled,jczgbb-kdgita-35,WrQbJ6cMrUO4o6fC,0.0,4,org-lumen-cloud-817/pipeline-harbor-195,23656294.0,org-summit-logic-781,17839331,3,15,6,2,2026,1,12,0.0,1.0,1,0
public_key.verify,zwginnp-cjqjk-56,Ox4yqPGNfMgvNLWl,0.0,4,Unknown,nan,Unknown,nan,2,16,2,3,2026,0,26,0.0,1.0,1,0
public_key.create,zrcwwa-hvbmn-10,hcGvjZZZgPGJ0bFC,0.0,3,Unknown,nan,Unknown,nan,2,16,2,3,2026,0,17,0.0,1.0,1,0
org.security_center_export_coverage,ttmajzzz-yjqpivc-62,FeO7QgwnX56qylzR,0.0,3,Unknown,nan,org-quartz-cloud-446,1671455752,2,20,3,2,2026,0,32,0.0,1.0,1,0
oauth_authorization.create,ypfjydd-efnkho-20,qMvBnaRZZrHHgmEk,0.0,3,Unknown,nan,"['cloud-platform', 'forge', 'forge-run-observ']","[5447, 5573, 11856]",2,9,5,1,2026,1,19,0.0,1.0,1,0
org.remove_actions_secret,yxjhuent-cgiog-18,aHHnwAnRnhub4G9z,0.0,5,Unknown,nan,org-northstar-forge-509,288352144,2,20,5,3,2026,1,33,0.0,1.0,1,0
project_view.create,aavqp-uvghi-36,Nh46dRnlTkY8hZRc,0.0,3,Unknown,nan,org-harbor-signal-957,1269679998,2,16,2,2,2026,0,17,0.0,1.0,1,0
org.oauth_app_access_approved,aaowain-rdexkn-82,UzZj1OyHlt8kQHNY,0.0,4,Unknown,nan,org-ember-platform-228,26086523,2,17,2,2,2026,0,17,0.0,1.0,1,0
copilot.cfb_org_settings_changed,tufkg-unfbtph-33,7yIlIa9BKZh4De2L,0.0,4,Unknown,nan,org-quartz-ops-509,104544673,2,18,3,2,2026,0,13,0.0,1.0,1,0
protected_branch.update_merge_queue_enforcement_level,vlbjbzs-rakjtt-53,7AGh1MZw9oEzFyWX,0.0,4,org-granite-cloud-600/analytics-harbor-973,733853200.0,org-vector-stack-371,1920088196,2,13,0,2,2026,0,20,0.0,1.0,1,0
organization_domain.approve,drocnk-ziwbs-70,zadbohJBg3W8HPeh,0.0,4,Unknown,nan,org-cipher-forge-336,830975595,2,9,4,2,2026,0,22,0.0,1.0,1,0
codespaces.create,ixjkw-zpsuwwy-75,V9aznXeDNKrs1z0D,0.0,3,org-quartz-dynamics-596/service-summit-866,17964867.0,org-summit-labs-258,100153504,2,8,5,2,2026,1,39,0.0,1.0,1,0
team.add_repository,wkkzl-tjlbp-34,k25t887pNIfA3sGs,0.0,3,org-aurora-stack-247/orchestrator-harbor-196,1951728464.0,org-cipher-platform-610,2114167044,2,16,2,3,2026,0,8,0.0,1.0,1,0
copilot.cfb_seat_assignment_unassigned,fjcgddnk-xbkniju-20,4fcYdLJFTB3dnKHt,0.0,4,Unknown,nan,org-granite-ops-203,487127080,2,15,2,2,2026,0,31,0.0,1.0,1,0
staff.repo_lock,vmopwtp-okdbl-92,FDzXBsoUsSd35x2W,0.0,4,org-northstar-dynamics-713/pipeline-harbor-948,1262278387.0,Unknown,nan,2,21,1,3,2026,0,7,0.0,1.0,1,0
environment.remove_protection_rule,nzhyqt-tutwdr-60,WOfT4crXSuMDTQLK,0.0,5,org-atlas-ops-385/portal-summit-834,1466269738.0,org-atlas-forge-971,1090323000,2,22,0,2,2026,0,14,0.0,1.0,1,0
workflows.enable_workflow,fgojp-nzvy-71,NU36PbVb8xS0rDvz,0.0,4,org-harbor-platform-419/service-harbor-854,1261829562.0,org-aurora-labs-370,1523155372,0,18,1,3,2026,0,22,0.0,1.0,1,0
org_credential_authorization.revoke,mbmhuhb-anjk-30,jI2CZwbP8C5REyH2,0.0,5,Unknown,nan,org-harbor-dynamics-335,50936404,2,15,3,1,2026,0,25,0.0,1.0,1,0
team.promote_maintainer,wednis-tgwwi-66,nGf16zOsODA2E6nJ,0.0,4,Unknown,nan,org-quartz-ops-116,872586758,2,11,3,2,2026,0,22,0.0,1.0,1,0
org.codespaces_user_access_allowed,vtdtxqo-rqcyt-59,4OgzltL22x7dQxM3,0.0,3,Unknown,nan,org-quartz-stack-192,1853122579,2,9,3,2,2026,0,21,0.0,1.0,1,0
security_configuration.delete,enlyqye-gbve-75,yDlDO3tGSluvLahw,0.0,5,Unknown,nan,org-atlas-labs-201,1514041555,2,12,3,1,2026,0,26,0.0,1.0,1,0
sub_issues.sub_issue_add,xfokfa-ohjs-10,zo6wgpG3jF6j7zHY,0.0,3,org-harbor-ops-917/worker-ember-239,621878652.0,org-ember-ops-591,1156845482,2,16,0,3,2026,0,19,0.0,1.0,1,0
repo.change_merge_setting,kztvq-ombfew-42,J0JHD3YhTkhroHAH,0.0,4,org-quartz-platform-513/orchestrator-granite-826,468138904.0,org-cipher-core-498,1918186675,1,16,2,3,2026,0,23,0.0,1.0,1,0
repo.extract,wrpomtsa-wsjk-48,FkifuF7UDxCOTOWC,0.0,4,org-harbor-ops-502/pipeline-lumen-697,623212424.0,Unknown,nan,1,15,3,1,2026,0,25,0.0,1.0,1,0
oauth_application.create,agqhdhey-bekwr-11,iqiawuGC6qKEPfjU,0.0,3,Unknown,nan,org-harbor-core-417,1922238,2,17,4,1,2026,0,22,0.0,1.0,1,0
repo.pages_cname,Unknown,nan,0.0,4,org-lumen-platform-453/api-cipher-954,1122016119.0,org-ember-forge-666,1640288276,3,16,1,2,2026,0,334,0.0,1.0,1,1
oauth_application.create,agqhdhey-bekwr-11,iqiawuGC6qKEPfjU,0.0,3,Unknown,nan,org-harbor-core-417,1922238,2,17,4,1,2026,0,22,0.0,1.0,1,0
protected_branch.update_signature_requirement_enforcement_level,igdmnr-qekc-42,SUDbyQglCHsSpvM0,0.0,4,org-granite-logic-636/infra-northstar-173,1879364470.0,org-granite-labs-163,1411466904,2,23,1,3,2026,0,24,0.0,1.0,1,1
personal_access_token.credential_regenerated,ujxuh-ibyppx-98,uJbqdETLgHbVodvu,0.0,4,Unknown,nan,Unknown,nan,2,16,1,3,2026,0,12,0.0,1.0,1,0
dependabot_repository_access.repositories_updated,tbyvyy-lcjleiz-10,Xcp6rWsCoIk3ONA9,0.0,4,Unknown,nan,org-vector-signal-953,335117145,2,15,2,2,2026,0,16,0.0,1.0,1,0
org_credential_authorization.deauthorize,wkixktfh-cucqeyx-32,Id5vhl13JLqD8mqM,0.0,5,Unknown,nan,org-lumen-signal-833,267053904,3,16,2,3,2026,0,11,0.0,1.0,1,0
org.create_integration_secret,aczgxbzq-nsqg-53,PW6V5IRzMgmhQrZq,0.0,3,Unknown,nan,org-aurora-stack-268,1874030909,2,16,0,3,2026,0,11,0.0,1.0,1,0
project_collaborator.update,btbarc-brlcb-37,2qYJoGwMi5r1LBNJ,0.0,4,Unknown,nan,org-harbor-logic-315,1097431207,2,10,1,2,2026,0,37,0.0,1.0,1,0
org.update_integration_secret,cjhzs-fzbujds-54,GRKZeRbauozcR0HI,0.0,4,Unknown,nan,org-harbor-logic-936,1623256838,2,14,5,3,2026,1,24,0.0,1.0,1,0
org.runner_group_updated,qtqwolg-rkfubej-47,EY3Wz4QnGRW3TPux,0.0,4,Unknown,nan,org-cipher-systems-979,489679713,2,16,0,2,2026,0,16,0.0,1.0,1,0
codespaces.destroy,zotmuwtv-bilah-20,jUwkqsVNGJc8qXja,0.0,5,org-harbor-cloud-985/gateway-aurora-925,1661793352.0,org-summit-forge-286,1163081813,2,12,1,2,2026,0,31,0.0,1.0,1,0
personal_access_token.destroy,ctkgljxi-mfdkm-52,64LbgVdvuwwpHXTf,0.0,5,Unknown,nan,Unknown,nan,2,16,1,3,2026,0,12,0.0,1.0,1,0
user.suspend,fimerdxm-voyu-19,DFbFiNx07yLhvVAw,0.0,4,Unknown,nan,Unknown,nan,2,0,4,1,2026,0,25,0.0,1.0,1,1
secret_scanning_alert.resolve,rrhkjzq-dyzdmuo-79,y5s5mXaEXgMRG4wb,0.0,4,org-harbor-cloud-764/engine-atlas-177,907073857.0,org-northstar-systems-845,1617046050,2,6,6,1,2026,1,15,0.0,1.0,1,0
repository_vulnerability_alerts.authorized_users_teams,inwbpue-uohqemx-53,ZOJc4o9sxQlGEzcu,0.0,4,org-ember-works-884/sdk-cipher-675,419795993.0,org-northstar-systems-708,224674948,2,11,1,3,2026,0,29,0.0,1.0,1,0
protected_branch.update_require_code_owner_review,oajth-eytduw-44,LIODrTYTFmBSsBfU,0.0,4,org-harbor-signal-960/orchestrator-harbor-581,479221028.0,org-summit-ops-949,340758335,2,20,0,2,2026,0,8,0.0,1.0,1,0
org.create,mrzikp-qlfcpq-90,8nmZcq6vQqtncDj0,0.0,3,Unknown,nan,org-northstar-works-762,190053366,2,0,2,3,2026,0,23,0.0,1.0,1,1
user.show_private_contributions_count,edgnrct-zwphqxf-60,gV4MAto0k5oQp1MU,0.0,4,Unknown,nan,Unknown,nan,2,14,5,1,2026,1,23,0.0,1.0,1,0
team.change_parent_team,kecyiqk-qtrxto-42,WKWGQh64isciUajq,0.0,4,Unknown,nan,org-granite-ops-953,630358432,2,11,3,2,2026,0,20,0.0,1.0,1,0
organization_default_label.create,nogaj-bvwj-89,3cC4tVUsj566el1v,0.0,3,Unknown,nan,org-ember-forge-228,74864270,2,13,2,2,2026,0,17,0.0,1.0,1,0
workflows.unpin_workflow,nfamlazk-ecgrps-94,c41SwmEaNnb77rgo,0.0,4,org-granite-logic-485/api-quartz-174,1545394684.0,org-lumen-ops-773,83498779,0,11,5,1,2026,1,28,0.0,1.0,1,0
hook.create,ekgkevm-fvxh-77,lX4Y6O18VYTMgpld,0.0,3,org-summit-forge-846/portal-northstar-376,1523542511.0,org-cipher-dynamics-280,625441171,2,14,6,2,2026,1,14,0.0,1.0,1,0
integration_installation_request.close,xximi-ilvd-23,iIPywaO5s3qndeJF,0.0,4,Unknown,nan,org-atlas-labs-818,886998914,2,16,1,3,2026,0,14,0.0,1.0,1,1
secret_scanning_alert.public_leak,yflisq-gtowud-76,tW4L7EOge1XtYoQe,0.0,0,org-harbor-works-174/pipeline-aurora-748,449412988.0,org-atlas-labs-541,1541474341,3,21,2,2,2026,0,14,0.0,1.0,1,1
secret_scanning_push_protection.bypass,jqjvjab-dqww-24,nWWIx5spyYlFsLqB,0.0,0,org-vector-labs-466/pipeline-harbor-226,569461325.0,org-atlas-ops-900,2132406728,3,19,2,2,2026,0,12,0.0,1.0,1,1
user.suspend,fimerdxm-voyu-19,DFbFiNx07yLhvVAw,0.0,4,Unknown,nan,Unknown,nan,2,0,4,1,2026,0,25,0.0,1.0,1,1
org.add_outside_collaborator,oktjjrx-wxhclm-69,nAAztOKxlLQUvbTZ,0.0,3,org-delta-systems-564/analytics-harbor-330,2020857313.0,org-cipher-signal-380,645843448,2,16,0,2,2026,0,18,0.0,1.0,1,0
sub_issues.parent_issue_remove,xcmzxv-msemoyh-41,iLpFSA7NTRVJx5rG,0.0,5,org-northstar-platform-777/sdk-delta-544,1633787658.0,org-delta-dynamics-497,809763395,2,0,3,2,2026,0,20,0.0,1.0,1,1
user.unminimize_comment,lzbutvk-whgreqa-26,0LJOOZ2NNolBqIy0,0.0,4,Unknown,nan,Unknown,nan,2,3,2,1,2026,0,22,0.0,1.0,1,1
repo.set_actions_fork_pr_approvals_policy,kyxyt-ewvxrxc-53,M2YVGciLBAcbWJ4S,0.0,4,org-ember-logic-228/cli-summit-115,748595622.0,org-lumen-ops-858,1741837897,1,18,3,1,2026,0,25,0.0,1.0,1,0
project_card.create,jcexprmp-cinev-37,EJt8tgIkHi9XCYZL,0.0,3,Unknown,nan,Unknown,nan,2,20,3,1,2026,0,18,0.0,1.0,1,0
integration.create,jbvfoh-gdfga-99,m8Yp0AlPmPf98ZWv,0.0,3,Unknown,nan,org-northstar-dynamics-436,428815842,2,19,1,3,2026,0,7,0.0,1.0,1,1
business_secret_scanning_push_protection_custom_message.enable,zlbgdr-xfdz-63,GYlFoat3wJgKmTUg,0.0,4,Unknown,nan,Unknown,nan,2,17,1,1,2026,0,22,0.0,1.0,1,0
org.secret_scanning_push_protection_custom_message_disabled,vgvon-ixhnd-91,O67VSIBD2cUXAzbj,0.0,4,Unknown,nan,org-ember-logic-174,161401029,2,19,2,1,2026,0,17,0.0,1.0,1,0
sub_issues.parent_issue_add,jobgti-pjcegv-29,HbOfdRINlYhdqG6X,0.0,3,org-lumen-core-420/infra-northstar-151,645807234.0,org-delta-cloud-692,2005384596,2,16,0,3,2026,0,12,0.0,1.0,1,0
pull_request_review.delete,kjmgjqbq-bhao-83,LPYyCiuJvA9IALvW,0.0,5,org-granite-signal-810/gateway-ember-493,1580295690.0,org-aurora-logic-561,775477585,2,16,2,2,2026,0,18,0.0,1.0,1,0
required_status_check.destroy,rrulqqf-xiotal-91,hV4LcKt5WXFamkfZ,0.0,5,org-aurora-core-756/pipeline-delta-154,137423408.0,org-aurora-labs-291,1658075521,2,16,2,3,2026,0,13,0.0,1.0,1,0
repository_secret_scanning_automatic_validity_checks.disabled,tybbtqw-dpoquqi-67,TClloiRDWcow9eXj,0.0,4,org-ember-platform-449/sdk-harbor-220,929914772.0,org-quartz-stack-166,728069702,3,20,2,1,2026,0,20,0.0,1.0,1,0
protected_branch.update_require_code_owner_review,oajth-eytduw-44,LIODrTYTFmBSsBfU,0.0,4,org-harbor-signal-960/orchestrator-harbor-581,479221028.0,org-summit-ops-949,340758335,2,20,0,2,2026,0,8,0.0,1.0,1,0
repo.staff_unlock,zevaqva-tupeujk-86,mgq5GTchDuut7UcH,0.0,3,org-cipher-logic-161/infra-delta-956,1533062116.0,org-delta-ops-957,3391015,1,11,4,3,2026,0,18,0.0,1.0,1,0
integration_installation_request.close,xximi-ilvd-23,iIPywaO5s3qndeJF,0.0,4,Unknown,nan,org-atlas-labs-818,886998914,2,16,1,3,2026,0,14,0.0,1.0,1,1
sub_issues.sub_issue_remove,ujxau-iuss-40,tgS0wZcTAQQiFcm4,0.0,5,org-vector-core-220/worker-granite-689,1198219392.0,org-vector-labs-187,1437113701,2,0,3,2,2026,0,21,0.0,1.0,1,1
project_base_role.update,okgmbvf-kvqp-76,KhwUrcmetq78FlNv,0.0,4,Unknown,nan,org-quartz-labs-885,625771535,2,22,6,3,2026,1,18,0.0,1.0,1,0
gist.visibility_change,lhshgi-pxdszcu-86,WDO8CRoCIFU9OYwR,0.0,4,Unknown,nan,Unknown,nan,2,12,1,3,2026,0,13,0.0,1.0,1,0
repository_dependency_graph.enable,olyct-feug-44,iMMaaYxG78sI3lvL,0.0,4,org-quartz-works-148/orchestrator-quartz-376,52406718.0,Unknown,nan,2,16,2,3,2026,0,14,0.0,1.0,1,0
sub_issues.sub_issue_remove,ujxau-iuss-40,tgS0wZcTAQQiFcm4,0.0,5,org-vector-core-220/worker-granite-689,1198219392.0,org-vector-labs-187,1437113701,2,0,3,2,2026,0,21,0.0,1.0,1,1
business_secret_scanning_push_protection_custom_message.update,ttfoqlz-eiiw-68,tEdZzNm0oip6v0Ct,0.0,4,Unknown,nan,Unknown,nan,2,17,1,1,2026,0,20,0.0,1.0,1,0
protected_branch.update_signature_requirement_enforcement_level,igdmnr-qekc-42,SUDbyQglCHsSpvM0,0.0,4,org-granite-logic-636/infra-northstar-173,1879364470.0,org-granite-labs-163,1411466904,2,23,1,3,2026,0,24,0.0,1.0,1,1
account.plan_change,liefoaok-ddmyay-73,5dw7YVyUBaQkxIq2,0.0,4,Unknown,nan,org-northstar-labs-372,777013423,2,5,3,1,2026,0,9,0.0,1.0,1,1
user.add_email,wglvqg-iqhij-14,KgViRvwjyY1wxXWK,0.0,3,Unknown,nan,Unknown,nan,2,4,3,1,2026,0,15,0.0,1.0,1,1
repo.pages_public,pmbdzvo-dglfl-20,wxsoDxffw4D48EN5,0.0,4,org-quartz-cloud-126/engine-granite-730,1919947224.0,Unknown,nan,1,15,1,3,2026,0,21,0.0,1.0,1,0
workflows.rerun_workflow_run,sasww-calsnpk-66,eRh2wQDLGkyjRcwf,0.0,4,org-cipher-systems-287/orchestrator-northstar-399,463549075.0,org-harbor-signal-676,1592093670,0,16,2,3,2026,0,41,0.0,1.0,1,1
ip_allow_list.enable_for_installed_apps,asajjdju-pryntn-11,FjsNWgcKQ010neAz,0.0,4,Unknown,nan,org-summit-platform-686,654200834,2,10,2,1,2026,0,18,0.0,1.0,1,0
repo.update_actions_variable,cdgiqnml-ydzwqiw-17,jxxaHTDTOAcPnsDq,0.0,4,org-atlas-systems-717/sdk-aurora-569,1682161730.0,org-northstar-dynamics-442,1018730540,1,14,6,2,2026,1,18,0.0,1.0,1,0
config_entry.create,icsho-usctys-61,ArKqo0V8umbEHzq2,0.0,3,org-aurora-ops-442/service-vector-909,1625583049.0,Unknown,nan,2,16,2,3,2026,0,15,0.0,1.0,1,0
protected_branch.create,lzwuw-udwtazz-49,TbkQsEOEnoTiS5nU,0.0,3,org-granite-core-626/cli-aurora-548,835813502.0,org-atlas-ops-409,1166767603,2,14,6,2,2026,1,21,0.0,1.0,1,0
org.security_center_export_coverage,ttmajzzz-yjqpivc-62,FeO7QgwnX56qylzR,0.0,3,Unknown,nan,org-quartz-cloud-446,1671455752,2,20,3,2,2026,0,32,0.0,1.0,1,0
codespaces.connect,vlohyant-miljrm-71,UxMF5h9ubfhP4ZL3,0.0,1,org-ember-cloud-977/api-quartz-210,1889452545.0,org-cipher-signal-467,769924782,2,8,5,2,2026,1,18,0.0,1.0,1,1
org.remove_actions_secret,yxjhuent-cgiog-18,aHHnwAnRnhub4G9z,0.0,5,Unknown,nan,org-northstar-forge-509,288352144,2,20,5,3,2026,1,33,0.0,1.0,1,0
org.add_outside_collaborator,oktjjrx-wxhclm-69,nAAztOKxlLQUvbTZ,0.0,3,org-delta-systems-564/analytics-harbor-330,2020857313.0,org-cipher-signal-380,645843448,2,16,0,2,2026,0,18,0.0,1.0,1,0
organization_domain.create,mngjlz-icasn-56,e6LgcZWJmKZUSumc,0.0,3,Unknown,nan,org-granite-labs-460,1782417303,2,16,3,2,2026,0,19,0.0,1.0,1,0
org.remove_actions_secret,yxjhuent-cgiog-18,aHHnwAnRnhub4G9z,0.0,5,Unknown,nan,org-northstar-forge-509,288352144,2,20,5,3,2026,1,33,0.0,1.0,1,0
pull_request.ready_for_review,tkwstpa-hgvv-14,W2HDFDaVvo4jfrd9,0.0,4,org-lumen-forge-908/pipeline-northstar-210,1379182016.0,org-lumen-systems-883,2070528945,2,16,2,3,2026,0,20,0.0,1.0,1,0
org.security_center_export_coverage,ttmajzzz-yjqpivc-62,FeO7QgwnX56qylzR,0.0,3,Unknown,nan,org-quartz-cloud-446,1671455752,2,20,3,2,2026,0,32,0.0,1.0,1,0
profile_picture.update,lnyny-xawq-57,pTkYILVA9kDZQ4ya,0.0,4,Unknown,nan,Unknown,nan,2,20,1,3,2026,0,37,0.0,1.0,1,0
repository_security_updates.enable,ncbblj-jhun-68,erlin5EGS4HlLVDR,0.0,4,org-delta-systems-762/analytics-delta-890,818757014.0,org-harbor-cloud-548,1253169374,3,15,6,2,2026,1,20,0.0,1.0,1,0
repo.change_merge_setting,kztvq-ombfew-42,J0JHD3YhTkhroHAH,0.0,4,org-quartz-platform-513/orchestrator-granite-826,468138904.0,org-cipher-core-498,1918186675,1,16,2,3,2026,0,23,0.0,1.0,1,0
user.create,pruql-eubb-85,4kGryVrM0KzkqVio,0.0,3,Unknown,nan,Unknown,nan,2,2,6,1,2026,1,15,0.0,1.0,1,1
release.update,cubgrdsw-njna-79,FmZPCrrE1I9MDEGJ,0.0,4,org-lumen-systems-895/service-harbor-217,703780268.0,Unknown,nan,2,12,6,1,2026,1,25,0.0,1.0,1,0
ip_allow_list_entry.update,ixaajynu-vpnyfs-36,VykSXmvI7qhOLp1d,0.0,4,Unknown,nan,org-aurora-core-475,540121346,2,10,1,2,2026,0,10,0.0,1.0,1,0
gpg_key.create,xguan-btyxyzp-86,m6ejKfyTaStWrSdl,0.0,3,Unknown,nan,Unknown,nan,2,5,2,1,2026,0,18,0.0,1.0,1,1
project.create,jlxyisf-sbbfmne-37,9Lh0sk2qCjjef8b8,0.0,3,Unknown,nan,org-vector-logic-751,1324709152,2,16,1,3,2026,0,10,0.0,1.0,1,0
personal_access_token.destroy,ctkgljxi-mfdkm-52,64LbgVdvuwwpHXTf,0.0,5,Unknown,nan,Unknown,nan,2,16,1,3,2026,0,12,0.0,1.0,1,0
oauth_authorization.create,ypfjydd-efnkho-20,qMvBnaRZZrHHgmEk,0.0,3,Unknown,nan,"['cloud-platform', 'forge', 'forge-run-observ']","[5447, 5573, 11856]",2,9,5,1,2026,1,19,0.0,1.0,1,0
repository_ruleset.destroy,cmlas-kwrjs-14,CFFj86XMoN46iJZ3,0.0,5,org-cipher-systems-265/sdk-granite-999,12695321.0,org-cipher-logic-181,70508887,2,15,0,2,2026,0,19,0.0,1.0,1,0
dependabot_alerts_new_repos.enable,tiwprvss-kcnsylv-37,KOD18AKq4FIJ73Cx,0.0,4,Unknown,nan,org-cipher-logic-583,578003629,2,20,3,1,2026,0,16,0.0,1.0,1,0
user.logout,puasqzn-nddr-54,Lm4LpDgx7faTigec,0.0,2,Unknown,nan,Unknown,nan,2,14,6,1,2026,1,15,0.0,1.0,1,0
pull_request.rebase,dohake-itnf-16,b5lSILkrnFfBwFjd,0.0,4,org-summit-systems-782/engine-atlas-288,1101474520.0,org-harbor-works-287,335844288,2,16,2,3,2026,0,18,0.0,1.0,1,0
project_card.create,jcexprmp-cinev-37,EJt8tgIkHi9XCYZL,0.0,3,Unknown,nan,Unknown,nan,2,20,3,1,2026,0,18,0.0,1.0,1,0
repo.create_actions_variable,wwlcj-kvdi-48,xfFl2uNNNYxDVhRe,0.0,3,org-aurora-works-736/portal-atlas-386,1389607133.0,org-granite-signal-604,42724278,1,16,2,2,2026,0,22,0.0,1.0,1,0
pull_request.merge,djctrq-grxs-17,UcXdbpamR0g8u2w9,0.0,4,org-granite-ops-183/api-atlas-220,383766086.0,org-lumen-forge-195,745307260,2,16,2,3,2026,0,26,0.0,1.0,1,0
github_hosted_runner.update,bosdxbx-dgurw-88,nan,0.0,4,Unknown,nan,org-atlas-labs-251,1471113368,3,18,4,2,2026,0,18,0.0,1.0,1,0
repo.advanced_security_enabled,zauvkuxy-tessta-17,JHjlAECZhhQnrPLY,0.0,4,org-northstar-dynamics-116/worker-vector-687,2131858835.0,org-northstar-cloud-788,1479528916,1,9,5,1,2026,1,23,0.0,1.0,1,0
business.add_organization,kmgdk-yxjyfx-26,UNfErWTjiGiri2r0,0.0,3,Unknown,nan,org-ember-cloud-829,1203988845,2,0,2,3,2026,0,13,0.0,1.0,1,1
pull_request.rebase,dohake-itnf-16,b5lSILkrnFfBwFjd,0.0,4,org-summit-systems-782/engine-atlas-288,1101474520.0,org-harbor-works-287,335844288,2,16,2,3,2026,0,18,0.0,1.0,1,0
codespaces.suspend_environment,dxtrekhd-oltod-86,nan,0.0,4,org-summit-cloud-767/sdk-harbor-173,1446725787.0,org-harbor-stack-968,1121969627,2,15,2,2,2026,0,15,0.0,1.0,1,0
git.fetch,actor_lumen_portal34,nan,0.0,0,org-aurora-core-121/analytics-summit-377,nan,org-atlas-systems-626,357122891,4,16,2,3,2026,0,25,0.0,1.0,1,1
org.remove_outside_collaborator,dhtesa-cwwc-70,CVMGWCRBkhiP6khF,0.0,5,Unknown,nan,org-atlas-stack-578,1566292844,2,15,3,1,2026,0,28,0.0,1.0,1,0
pull_request.remove_review_request,hzsmoj-vvgazcw-29,BpgvTrEdgpGuwPGu,0.0,5,org-northstar-signal-329/worker-delta-160,186838593.0,org-quartz-logic-994,1031450533,3,16,2,3,2026,0,24,0.0,1.0,1,0
org_credential_authorization.grant,glcznagr-xdis-31,qRjZHqLIcgwKD6KM,0.0,3,Unknown,nan,org-cipher-signal-314,1279806702,2,16,2,3,2026,0,30,0.0,1.0,1,0
repository_branch_protection_evaluation.disable,mqjdyyl-jozall-98,vNlpxEEAlDHJjxKm,0.0,4,org-lumen-platform-263/infra-summit-507,1854181785.0,org-ember-forge-798,1063774019,2,12,2,1,2026,0,4,0.0,1.0,1,0
hook.active_changed,tcprwtfj-tuurp-26,R1m4KPuBTKalTg1M,0.0,4,org-summit-cloud-603/cli-aurora-946,2042053973.0,org-vector-ops-839,1566524464,2,10,2,1,2026,0,31,0.0,1.0,1,0
packages.package_version_published,sekce-snjx-72,0NHt9h5dDzL9XAs6,0.0,3,Unknown,nan,Unknown,1110299265,2,16,2,3,2026,0,15,0.0,1.0,1,0
key_link.create,rlopzcx-rivk-28,n1NIQmPjfdRvRoZX,0.0,3,org-northstar-signal-263/pipeline-cipher-872,1187907726.0,Unknown,nan,2,9,2,3,2026,0,18,0.0,1.0,1,0
repository_vulnerability_alerts.enable,cujnlo-rtwjo-25,xWqUCeIX7fn4N3iS,0.0,4,org-cipher-signal-361/cli-lumen-754,1920789669.0,org-delta-labs-466,1689729784,3,15,6,2,2026,1,23,0.0,1.0,1,0
